,y_11,y_12,y_13,y,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,ADM2_EN,lat,long
461,High,High,High,High,High,High,High,No,12,Physical business,12,0,1,Kamukunji,-1.2852,36.8456
462,Low,Medium,Medium,Medium,Low,Low,Medium,No,0,Physical business,14,1,0,Kamukunji,-1.2852,36.8456
463,High,High,High,High,High,High,High,No,90,Online business,90,0,1,Kamukunji,-1.2852,36.8456
464,High,High,High,High,High,High,High,No,4,Physical business,4,0,0,Kamukunji,-1.2852,36.8456
465,High,High,High,High,High,High,High,No,7,Physical business,7,0,1,Kamukunji,-1.2852,36.8456
466,Medium,Medium,Medium,Medium,Medium,High,Medium,No,1,Online business,2,0,1,Kamukunji,-1.2852,36.8456
467,Medium,Medium,Medium,Medium,Medium,Medium,Medium,No,2,Online business,2,0,1,Kamukunji,-1.2852,36.8456
468,High,High,High,High,High,High,High,No,7,Physical business,10,0,1,Kamukunji,-1.2852,36.8456
469,Medium,Medium,Medium,Medium,Medium,Medium,Medium,No,0,Physical business,1,0,1,Kamukunji,-1.2852,36.8456
470,High,High,High,High,High,High,High,No,6,Physical business,6,0,1,Kamukunji,-1.2852,36.8456
471,Medium,Low,Low,Low,Medium,Low,Low,No,0,Physical business,1,0,1,Kamukunji,-1.2852,36.8456
472,Medium,Low,Medium,Medium,Medium,Medium,Medium,No,7,Physical business,7,0,1,Kamukunji,-1.2852,36.8456
473,High,Medium,Medium,Medium,Medium,High,Medium,No,0,Physical business,0,0,0,Kamukunji,-1.2852,36.8456
474,High,High,Medium,High,Medium,Medium,Medium,No,4,Physical business,4,0,0,Kamukunji,-1.2852,36.8456
475,High,Medium,High,High,Medium,High,High,Yes,0,Physical business,0,0,1,Kamukunji,-1.2852,36.8456
476,High,High,High,High,High,High,High,No,3,Online business,14,1,0,Kamukunji,-1.2852,36.8456
477,Medium,Medium,Low,Medium,Low,Medium,Medium,Yes,2,Online business,4,0,1,Kamukunji,-1.2852,36.8456
479,High,Medium,Medium,Medium,Medium,Low,Medium,No,3,Physical business,3,0,1,Kamukunji,-1.2852,36.8456
482,High,High,High,High,High,Medium,High,No,0,Online business,3,1,1,Kamukunji,-1.2852,36.8456
484,Medium,High,Medium,Medium,Medium,Medium,Low,No,5,Physical business,5,0,1,Kamukunji,-1.2852,36.8456
485,High,Medium,Medium,Medium,Medium,High,High,No,1,Physical business,1,1,1,Kamukunji,-1.2852,36.8456
486,Medium,Medium,Medium,Medium,Medium,Medium,High,No,0,Physical business,7,1,1,Kamukunji,-1.2852,36.8456
487,High,High,High,High,High,High,High,No,1,Online business,1,0,0,Kamukunji,-1.2852,36.8456
488,High,High,High,High,High,High,High,No,0,Physical business,0,0,1,Kamukunji,-1.2852,36.8456
489,High,High,High,High,High,High,High,No,2,Online business,4,1,1,Kamukunji,-1.2852,36.8456
490,Medium,Medium,Medium,Medium,Medium,Medium,Medium,No,0,Physical business,1,0,1,Kamukunji,-1.2852,36.8456
491,High,High,High,High,High,High,High,No,0,Physical business,0,0,0,Kamukunji,-1.2852,36.8456
492,Medium,Medium,High,Medium,High,High,Medium,No,2,Physical business,6,1,0,Kamukunji,-1.2852,36.8456
493,High,High,High,High,High,Medium,High,No,5,Physical business,5,1,1,Kamukunji,-1.2852,36.8456
494,High,High,High,High,High,High,High,No,0,Physical business,5,0,0,Kamukunji,-1.2852,36.8456
495,High,High,High,High,High,High,High,Yes,0,Physical business,5,1,1,Kamukunji,-1.2852,36.8456
496,High,High,High,High,High,High,High,No,6,Physical business,6,0,1,Kamukunji,-1.2852,36.8456
497,High,High,High,High,High,High,High,No,2,Physical business,4,0,1,Kamukunji,-1.2852,36.8456
498,High,High,High,High,High,High,High,No,2,Physical business,2,0,1,Kamukunji,-1.2852,36.8456
499,High,Medium,Medium,Medium,Medium,Medium,Medium,Yes,2,Online business,2,0,0,Kamukunji,-1.2852,36.8456
500,Medium,Medium,High,Medium,High,Medium,Medium,No,1,Physical business,2,0,1,Kamukunji,-1.2852,36.8456
501,High,High,High,High,High,High,High,Yes,4,Physical business,9,0,1,Kamukunji,-1.2852,36.8456
502,High,High,Medium,High,Medium,Medium,High,Yes,2,Online business,2,0,0,Kamukunji,-1.2852,36.8456
503,Medium,Medium,Medium,Medium,Medium,Medium,Medium,No,2,Physical business,2,0,1,Kamukunji,-1.2852,36.8456
504,High,Very High,High,High,High,Low,High,Yes,2,Physical business,2,0,1,Kamukunji,-1.2852,36.8456
505,High,High,High,High,High,High,High,Yes,4,Online business,4,0,0,Kamukunji,-1.2852,36.8456
506,Medium,Medium,Medium,Medium,Medium,Medium,Medium,No,0,Physical business,0,0,0,Kamukunji,-1.2852,36.8456
507,High,Medium,High,High,High,High,Medium,No,1,Online business,2,0,0,Kamukunji,-1.2852,36.8456
521,High,High,High,High,High,High,High,No,1,Physical business,1,0,1,Kamukunji,-1.2852,36.8456
524,High,High,High,High,High,High,High,No,7,Physical business,12,1,1,Kamukunji,-1.2852,36.8456
531,High,Medium,High,High,High,High,High,No,0,Physical business,5,0,1,Kamukunji,-1.2852,36.8456
535,High,High,High,High,High,High,High,No,0,Physical business,0,0,1,Kamukunji,-1.2852,36.8456
538,High,High,High,High,High,High,High,No,0,Physical business,0,1,1,Kamukunji,-1.2852,36.8456
548,Medium,High,Medium,Medium,Medium,High,High,No,0,Physical business,2,1,1,Kamukunji,-1.2852,36.8456
550,Medium,Medium,Medium,Medium,Medium,Medium,Medium,No,0,Physical business,0,0,1,Kamukunji,-1.2852,36.8456
565,High,High,High,High,High,High,Medium,No,1,Physical business,1,0,0,Kamukunji,-1.2852,36.8456
568,Medium,Medium,Medium,Medium,Medium,Medium,Medium,No,0,Physical business,0,0,0,Kamukunji,-1.2852,36.8456
570,High,Medium,High,High,High,High,High,No,0,Online business,1,0,0,Kamukunji,-1.2852,36.8456
572,Medium,Medium,Medium,Medium,Medium,Medium,Medium,No,21,Physical business,32,1,1,Kamukunji,-1.2852,36.8456
574,Medium,Medium,Medium,Medium,Medium,High,Medium,No,0,Physical business,2,0,1,Kamukunji,-1.2852,36.8456
581,High,High,Medium,High,Medium,High,Medium,No,11,Online business,20,1,0,Kamukunji,-1.2852,36.8456
586,High,High,Medium,High,High,High,Medium,No,0,Online business,0,1,0,Kamukunji,-1.2852,36.8456
587,High,High,High,High,High,High,High,No,0,Physical business,6,0,0,Kamukunji,-1.2852,36.8456
594,Medium,Medium,Medium,Medium,Medium,Medium,High,No,0,Physical business,0,0,0,Kamukunji,-1.2852,36.8456
598,Medium,Medium,Medium,Medium,High,Medium,Medium,No,0,Physical business,1,0,0,Kamukunji,-1.2852,36.8456
603,Medium,Medium,High,Medium,Medium,Medium,Medium,No,0,Physical business,0,1,1,Kamukunji,-1.2852,36.8456
604,High,High,High,High,High,High,High,No,2,Physical business,1,0,0,Kamukunji,-1.2852,36.8456
606,Medium,High,High,High,High,High,High,No,3,Online business,0,0,1,Kamukunji,-1.2852,36.8456
608,Low,Medium,Medium,Medium,Medium,Medium,Medium,No,0,Online business,2,0,0,Kamukunji,-1.2852,36.8456
609,High,Medium,Medium,Medium,Medium,High,Medium,No,7,Online business,11,1,1,Kamukunji,-1.2852,36.8456
611,Medium,High,High,High,High,Medium,High,No,1,Physical business,2,0,1,Kamukunji,-1.2852,36.8456
615,High,Medium,Medium,Medium,Medium,Medium,Medium,No,0,Physical business,1,0,0,Kamukunji,-1.2852,36.8456
616,High,Medium,Medium,Medium,High,High,Medium,No,2,Online business,3,1,1,Kamukunji,-1.2852,36.8456
618,High,Medium,High,High,High,High,High,No,0,Online business,0,0,1,Kamukunji,-1.2852,36.8456
620,Low,Medium,Medium,Medium,Medium,Low,Medium,No,0,Online business,1,0,0,Kamukunji,-1.2852,36.8456
622,High,High,Medium,High,Medium,High,Medium,No,0,Physical business,0,0,1,Kamukunji,-1.2852,36.8456
629,High,Medium,Medium,Medium,Medium,Medium,Medium,No,3,Online business,3,0,0,Kamukunji,-1.2852,36.8456
631,High,Medium,Medium,Medium,Medium,Medium,Medium,No,0,Physical business,0,0,1,Kamukunji,-1.2852,36.8456
651,High,High,Medium,High,Medium,High,Medium,No,4,Online business,4,1,0,Kamukunji,-1.2852,36.8456
655,Low,High,High,Medium,High,Medium,High,No,0,Physical business,0,0,1,Kamukunji,-1.2852,36.8456
662,High,Medium,Medium,Medium,Medium,Medium,Medium,No,4,Online business,13,1,0,Kamukunji,-1.2852,36.8456
747,High,High,High,High,High,Medium,High,No,0,Online business,0,0,1,Kamukunji,-1.2852,36.8456
891,Medium,Medium,Medium,Medium,Medium,Medium,Medium,No,2,Physical business,2,0,0,Kasarani,-1.217,36.8952
892,Medium,Medium,Medium,Medium,Medium,Medium,Medium,No,2,Physical business,3,0,0,Kasarani,-1.217,36.8952
898,High,High,High,High,High,High,High,No,12,Physical business,12,0,0,Kasarani,-1.217,36.8952
906,Medium,Medium,Medium,Medium,Medium,Medium,Medium,No,2,Online business,2,0,1,Kasarani,-1.217,36.8952
907,Medium,Medium,Medium,Medium,Medium,Medium,Medium,No,5,Physical business,5,0,0,Kasarani,-1.217,36.8952
908,Medium,Medium,Medium,Medium,Medium,Medium,Medium,No,3,Online business,3,0,1,Kasarani,-1.217,36.8952
909,Medium,Medium,Medium,Medium,Medium,Medium,Medium,No,3,Physical business,3,0,0,Kasarani,-1.217,36.8952
910,High,High,High,High,High,High,High,No,6,Physical business,6,0,1,Kasarani,-1.217,36.8952
911,Medium,Medium,Medium,Medium,Medium,Medium,Medium,No,2,Physical business,2,0,1,Kasarani,-1.217,36.8952
912,Medium,Medium,Medium,Medium,Medium,Medium,Medium,No,0,Physical business,4,0,0,Kasarani,-1.217,36.8952
913,Medium,Medium,Medium,Medium,Medium,Medium,Medium,No,0,Physical business,2,0,0,Kasarani,-1.217,36.8952
914,Medium,Medium,Medium,Medium,Medium,Medium,Medium,No,0,Physical business,2,0,0,Kasarani,-1.217,36.8952
915,Medium,Medium,Medium,Medium,Medium,Medium,Medium,No,0,Physical business,3,0,0,Kasarani,-1.217,36.8952
916,Medium,Medium,Medium,Medium,Medium,Medium,Medium,No,2,Physical business,2,0,1,Kasarani,-1.217,36.8952
917,Medium,Medium,Medium,Medium,Medium,Medium,Medium,No,0,Physical business,1,0,1,Kasarani,-1.217,36.8952
918,Medium,Medium,Medium,Medium,Medium,Medium,Medium,No,2,Physical business,2,0,1,Kasarani,-1.217,36.8952
919,Medium,Medium,Medium,Medium,Medium,Medium,Medium,No,3,Physical business,3,0,1,Kasarani,-1.217,36.8952
920,Medium,Medium,Medium,Medium,Medium,Medium,Medium,No,3,Physical business,5,0,1,Kasarani,-1.217,36.8952
921,Medium,Medium,Medium,Medium,Medium,Medium,Medium,No,4,Physical business,4,0,0,Kasarani,-1.217,36.8952
922,Medium,Medium,Medium,Medium,Medium,Medium,Medium,No,0,Physical business,2,0,1,Kasarani,-1.217,36.8952
923,Medium,Medium,Medium,Medium,Medium,Medium,Medium,No,2,Physical business,2,0,1,Kasarani,-1.217,36.8952
924,Medium,Medium,Medium,Medium,Medium,Medium,Medium,No,2,Physical business,2,0,1,Kasarani,-1.217,36.8952
926,High,High,High,High,High,High,High,No,0,Physical business,4,0,1,Kasarani,-1.217,36.8952
927,Medium,Medium,Medium,Medium,Medium,Medium,Medium,No,2,Physical business,2,0,1,Kasarani,-1.217,36.8952
928,Medium,Medium,Medium,Medium,Medium,Medium,Medium,No,5,Physical business,5,0,1,Kasarani,-1.217,36.8952
929,Medium,Medium,Medium,Medium,Medium,Medium,Medium,No,0,Physical business,2,0,1,Kasarani,-1.217,36.8952
930,High,Medium,Medium,Medium,Medium,Medium,Medium,No,15,Physical business,15,0,0,Kasarani,-1.217,36.8952
931,Medium,Medium,Medium,Medium,Medium,Medium,Medium,No,5,Physical business,5,0,1,Kasarani,-1.217,36.8952
932,High,High,High,High,High,High,High,No,4,Physical business,4,0,0,Kasarani,-1.217,36.8952
935,Low,Low,Low,Low,Low,Low,Low,No,0,Physical business,0,0,1,Kasarani,-1.217,36.8952
939,Medium,Medium,Medium,Medium,Medium,Medium,Medium,No,2,Physical business,4,0,1,Kasarani,-1.217,36.8952
940,Medium,Medium,Medium,Medium,Medium,Medium,Medium,No,3,Physical business,3,0,1,Kasarani,-1.217,36.8952
942,Medium,Medium,Medium,Medium,Medium,Medium,Medium,No,5,Physical business,5,0,1,Kasarani,-1.217,36.8952
943,Medium,Medium,Medium,Medium,Medium,Medium,Medium,No,0,Physical business,4,0,1,Kasarani,-1.217,36.8952
944,Medium,Medium,Medium,Medium,Medium,Medium,Medium,No,0,Physical business,2,0,1,Kasarani,-1.217,36.8952
945,Medium,Medium,Medium,Medium,Medium,Medium,Medium,No,3,Physical business,3,0,1,Kasarani,-1.217,36.8952
947,Medium,Medium,Medium,Medium,Medium,Medium,Medium,No,3,Physical business,3,0,1,Kasarani,-1.217,36.8952
950,Medium,Medium,Medium,Medium,Medium,Medium,Medium,No,2,Physical business,2,0,1,Kasarani,-1.217,36.8952
951,Medium,Medium,Medium,Medium,Medium,Medium,Medium,No,4,Physical business,4,0,1,Kasarani,-1.217,36.8952
954,Medium,Medium,Medium,Medium,Medium,Medium,Medium,No,2,Online business,2,0,1,Kasarani,-1.217,36.8952
955,Medium,Medium,Medium,Medium,Medium,Medium,Medium,No,2,Physical business,2,0,1,Kasarani,-1.217,36.8952
957,Medium,Medium,Medium,Medium,Medium,Medium,Medium,No,2,Physical business,2,0,1,Kasarani,-1.217,36.8952
958,Medium,Medium,Medium,Medium,Medium,High,Medium,No,3,Online business,6,0,0,Kasarani,-1.217,36.8952
959,Medium,Medium,Medium,Medium,Medium,Medium,Medium,No,0,Physical business,2,0,0,Kasarani,-1.217,36.8952
960,Medium,Medium,Medium,Medium,High,Medium,Medium,No,5,Physical business,5,0,1,Kasarani,-1.217,36.8952
961,High,High,High,High,High,High,High,No,0,Physical business,3,0,1,Kasarani,-1.217,36.8952
962,Medium,Medium,Medium,Medium,Medium,Medium,Medium,No,2,Physical business,5,0,0,Kasarani,-1.217,36.8952
963,Medium,Medium,Medium,Medium,Medium,Medium,Medium,No,2,Physical business,2,0,1,Kasarani,-1.217,36.8952
964,High,High,High,High,High,High,High,No,4,Physical business,4,0,0,Kasarani,-1.217,36.8952
965,Medium,High,Medium,Medium,Medium,High,High,No,0,Physical business,2,0,1,Kasarani,-1.217,36.8952
966,Low,Low,Medium,Low,Medium,Medium,Medium,No,3,Physical business,4,0,0,Kasarani,-1.217,36.8952
967,Medium,Medium,Medium,Medium,Medium,Medium,Medium,No,2,Physical business,4,0,0,Kasarani,-1.217,36.8952
968,Medium,Medium,Medium,Medium,Medium,Medium,Medium,No,0,Physical business,2,0,1,Kasarani,-1.217,36.8952
969,Medium,Medium,Medium,Medium,Medium,Medium,Medium,No,0,Physical business,4,0,0,Kasarani,-1.217,36.8952
971,Medium,Medium,Medium,Medium,Medium,Medium,Medium,No,8,Physical business,8,0,0,Kasarani,-1.217,36.8952
972,Medium,Medium,Medium,Medium,Medium,Medium,Medium,No,2,Physical business,2,0,1,Kasarani,-1.217,36.8952
973,Medium,Medium,Medium,Medium,Medium,Medium,Medium,No,6,Physical business,10,0,0,Kasarani,-1.217,36.8952
974,Medium,Medium,Medium,Medium,Medium,Medium,Medium,No,2,Online business,2,0,1,Kasarani,-1.217,36.8952
975,Medium,Medium,Medium,Medium,Medium,Medium,Medium,No,0,Physical business,2,0,0,Kasarani,-1.217,36.8952
976,Medium,Medium,Medium,Medium,Medium,Medium,Medium,No,0,Physical business,2,0,1,Kasarani,-1.217,36.8952
977,High,High,Medium,High,Medium,High,Medium,No,3,Physical business,5,0,0,Kasarani,-1.217,36.8952
978,Medium,Medium,Medium,Medium,Medium,Medium,Medium,No,3,Physical business,5,0,1,Kasarani,-1.217,36.8952
981,High,High,High,High,High,High,High,No,16,Physical business,16,0,1,Kasarani,-1.217,36.8952
983,Medium,Medium,Medium,Medium,Medium,Medium,Medium,No,2,Physical business,2,0,0,Kasarani,-1.217,36.8952
984,High,High,High,High,High,High,High,No,20,Physical business,20,0,0,Kasarani,-1.217,36.8952
985,Medium,Medium,Medium,Medium,Medium,Medium,Medium,No,3,Physical business,3,0,0,Kasarani,-1.217,36.8952
986,Medium,Medium,Medium,Medium,Medium,Medium,Medium,No,0,Physical business,3,0,1,Kasarani,-1.217,36.8952
987,Medium,Medium,Medium,Medium,Medium,Medium,Medium,No,0,Physical business,5,0,1,Kasarani,-1.217,36.8952
988,Medium,Medium,Medium,Medium,Medium,Medium,Medium,No,0,Physical business,4,0,1,Kasarani,-1.217,36.8952
989,Medium,Medium,Medium,Medium,Medium,Medium,Medium,No,2,Physical business,2,0,0,Kasarani,-1.217,36.8952
990,Medium,Medium,Medium,Medium,Medium,Medium,Medium,No,0,Physical business,2,0,1,Kasarani,-1.217,36.8952
991,Medium,Medium,Medium,Medium,Medium,Medium,Medium,No,0,Physical business,4,0,1,Kasarani,-1.217,36.8952
992,Medium,Medium,Medium,Medium,Medium,Medium,Medium,No,4,Online business,4,0,1,Kasarani,-1.217,36.8952
993,Medium,Medium,Medium,Medium,Medium,Medium,Medium,No,0,Physical business,2,0,1,Kasarani,-1.217,36.8952
994,Medium,Medium,Medium,Medium,Medium,Medium,Medium,No,4,Physical business,4,0,1,Kasarani,-1.217,36.8952
995,Medium,Medium,Medium,Medium,Medium,Medium,Medium,No,2,Physical business,2,0,1,Kasarani,-1.217,36.8952
998,Medium,Medium,Medium,Medium,Medium,Medium,Medium,No,4,Physical business,6,0,0,Kasarani,-1.217,36.8952
1010,High,High,High,High,Medium,High,High,No,2,Physical business,2,0,1,Kasarani,-1.217,36.8952
1011,High,Medium,Medium,Medium,Medium,High,Medium,No,0,Physical business,1,0,1,Kasarani,-1.217,36.8952
1015,Medium,Medium,Medium,Medium,Medium,High,Medium,No,2,Physical business,3,0,0,Kasarani,-1.217,36.8952
1016,High,High,Medium,High,Medium,Medium,High,No,1,Physical business,1,0,1,Kasarani,-1.217,36.8952
1017,Medium,Medium,Medium,Medium,Medium,High,High,No,3,Physical business,3,0,0,Kasarani,-1.217,36.8952
1018,High,Medium,Medium,Medium,Medium,High,Medium,No,3,Physical business,1,0,0,Kasarani,-1.217,36.8952
1020,Medium,Medium,High,Medium,High,Low,Medium,No,2,Online business,2,0,1,Kasarani,-1.217,36.8952
1021,High,High,Medium,High,Medium,High,High,No,0,Physical business,4,0,1,Kasarani,-1.217,36.8952
1022,High,Medium,Medium,Medium,Medium,Medium,Medium,No,0,Physical business,2,0,0,Kasarani,-1.217,36.8952
1024,High,Medium,High,High,Very High,High,Medium,No,0,Physical business,2,0,1,Kasarani,-1.217,36.8952
1026,Medium,Medium,Medium,Medium,Medium,High,Medium,No,0,Online business,8,0,0,Kasarani,-1.217,36.8952
1030,Medium,Medium,Medium,Medium,Medium,Medium,Medium,No,0,Online business,8,0,0,Kasarani,-1.217,36.8952
1031,Medium,High,Medium,Medium,Medium,Medium,High,No,0,Physical business,1,0,1,Kasarani,-1.217,36.8952
1034,High,Medium,Medium,Medium,Medium,Medium,Medium,No,0,Physical business,3,0,0,Kasarani,-1.217,36.8952
1036,High,Medium,Medium,Medium,Medium,Medium,Medium,No,13,Physical business,13,0,0,Kasarani,-1.217,36.8952
1037,High,Medium,Medium,Medium,Medium,High,Medium,No,2,Physical business,3,0,0,Kasarani,-1.217,36.8952
1038,Medium,High,Medium,Medium,Medium,Medium,Medium,No,1,Physical business,1,0,0,Kasarani,-1.217,36.8952
1039,Medium,High,High,High,High,High,High,No,0,Physical business,2,0,1,Kasarani,-1.217,36.8952
1040,High,High,High,High,High,High,Very High,Yes,0,Physical business,1,0,0,Kasarani,-1.217,36.8952
1042,Medium,Medium,High,Medium,Medium,Medium,High,No,0,Physical business,9,0,1,Kasarani,-1.217,36.8952
1043,Medium,Medium,Medium,Medium,Medium,Medium,High,No,0,Physical business,1,1,1,Kasarani,-1.217,36.8952
1044,High,High,High,High,High,Medium,High,Yes,1,Physical business,3,0,0,Kasarani,-1.217,36.8952
1045,Medium,Medium,Medium,Medium,Medium,Medium,Medium,No,0,Physical business,1,0,1,Kasarani,-1.217,36.8952
1046,Medium,High,Medium,Medium,High,Medium,High,No,2,Physical business,2,0,1,Kasarani,-1.217,36.8952
1047,High,High,High,High,High,High,Medium,No,3,Online business,3,0,0,Kasarani,-1.217,36.8952
1048,High,High,High,High,High,Medium,High,No,2,Physical business,4,0,0,Kasarani,-1.217,36.8952
1049,Medium,Medium,High,Medium,High,High,High,No,0,Physical business,1,0,1,Kasarani,-1.217,36.8952
1050,Medium,Medium,Medium,Medium,Medium,Medium,Medium,No,2,Physical business,2,0,0,Kasarani,-1.217,36.8952
1051,High,High,Medium,High,High,Medium,High,No,2,Physical business,2,0,0,Kasarani,-1.217,36.8952
1052,High,Medium,High,High,Medium,High,Medium,No,1,Physical business,2,0,0,Kasarani,-1.217,36.8952
1053,Medium,Medium,Medium,Medium,Medium,High,Medium,No,0,Physical business,3,0,1,Kasarani,-1.217,36.8952
1054,High,Medium,Medium,Medium,High,Medium,High,No,3,Online business,3,0,0,Kasarani,-1.217,36.8952
1055,Medium,High,Medium,Medium,High,High,Medium,No,3,Physical business,4,0,1,Kasarani,-1.217,36.8952
1056,Medium,Medium,Medium,Medium,Medium,Medium,High,No,0,Physical business,1,0,1,Kasarani,-1.217,36.8952
1057,High,High,High,High,High,High,High,No,2,Physical business,2,0,1,Kasarani,-1.217,36.8952
1058,High,High,Medium,High,High,High,High,No,2,Physical business,2,0,1,Kasarani,-1.217,36.8952
1060,High,High,Medium,High,Medium,Medium,High,No,1,Physical business,1,0,0,Kasarani,-1.217,36.8952
1061,Medium,Medium,High,Medium,Medium,High,Medium,No,1,Physical business,10,0,0,Kasarani,-1.217,36.8952
1062,High,High,High,High,High,High,High,No,1,Physical business,4,0,0,Kasarani,-1.217,36.8952
1063,High,High,High,High,High,Medium,High,Yes,2,Physical business,2,0,1,Kasarani,-1.217,36.8952
1064,Medium,High,High,High,High,High,High,No,0,Physical business,6,0,0,Kasarani,-1.217,36.8952
1066,High,High,High,High,High,High,High,No,1,Physical business,1,0,0,Kasarani,-1.217,36.8952
1067,High,Medium,Medium,Medium,Medium,High,Medium,No,1,Physical business,3,0,0,Kasarani,-1.217,36.8952
1068,High,High,High,High,High,Medium,High,Yes,1,Physical business,3,0,0,Kasarani,-1.217,36.8952
1069,High,High,Medium,High,High,Medium,Medium,No,0,Physical business,13,0,0,Kasarani,-1.217,36.8952
1071,High,Medium,Medium,Medium,Medium,High,High,No,0,Physical business,3,0,0,Kasarani,-1.217,36.8952
1072,Medium,High,High,High,Medium,High,High,Yes,2,Physical business,3,0,0,Kasarani,-1.217,36.8952
1073,Medium,High,Medium,Medium,Medium,Medium,Medium,No,0,Physical business,1,0,0,Kasarani,-1.217,36.8952
1074,Medium,High,Medium,Medium,Medium,Medium,High,Yes,0,Physical business,2,0,1,Kasarani,-1.217,36.8952
1075,Medium,Medium,High,Medium,High,Medium,High,No,10,Online business,11,0,1,Kasarani,-1.217,36.8952
1076,High,Medium,High,High,Medium,High,High,No,1,Physical business,1,0,0,Kasarani,-1.217,36.8952
1077,High,Medium,High,High,Medium,Medium,High,No,2,Physical business,2,0,0,Kasarani,-1.217,36.8952
1079,Medium,High,High,High,High,High,High,No,0,Online business,1,0,1,Kasarani,-1.217,36.8952
1080,Medium,Medium,Medium,Medium,High,Medium,High,No,1,Physical business,1,0,1,Kasarani,-1.217,36.8952
1081,Medium,Medium,Medium,Medium,Medium,Medium,High,No,2,Physical business,2,0,1,Kasarani,-1.217,36.8952
1082,High,High,Medium,High,Medium,High,High,No,2,Physical business,2,0,1,Kasarani,-1.217,36.8952
1083,Medium,High,Medium,Medium,High,High,High,No,0,Physical business,2,0,1,Kasarani,-1.217,36.8952
1085,Medium,Medium,Medium,Medium,Medium,Medium,High,No,6,Physical business,8,0,0,Kasarani,-1.217,36.8952
1086,High,High,High,High,High,High,High,No,0,Physical business,2,0,1,Kasarani,-1.217,36.8952
1087,Medium,Medium,Medium,Medium,Medium,High,Medium,No,2,Physical business,3,0,0,Kasarani,-1.217,36.8952
1088,High,High,Medium,High,High,High,High,No,1,Physical business,13,0,0,Kasarani,-1.217,36.8952
1089,High,High,Medium,High,High,High,High,No,0,Physical business,2,0,0,Kasarani,-1.217,36.8952
1090,High,High,Medium,High,High,High,Medium,No,0,Physical business,3,0,0,Kasarani,-1.217,36.8952
1091,High,High,High,High,Medium,High,High,No,0,Physical business,4,0,0,Kasarani,-1.217,36.8952
1093,Medium,High,Medium,Medium,High,High,High,No,2,Online business,2,0,1,Kasarani,-1.217,36.8952
1094,High,Medium,High,High,High,Medium,High,No,3,Physical business,4,0,0,Kasarani,-1.217,36.8952
1095,High,High,High,High,High,High,High,No,7,Physical business,7,0,1,Kasarani,-1.217,36.8952
1097,High,High,High,High,High,High,High,No,4,Physical business,4,0,1,Kasarani,-1.217,36.8952
1101,Medium,High,Medium,Medium,High,Medium,Medium,No,0,Physical business,1,0,1,Kasarani,-1.217,36.8952
1102,High,High,Medium,High,Medium,Medium,Medium,No,1,Physical business,1,1,1,Kasarani,-1.217,36.8952
1103,High,High,High,High,Medium,Medium,High,No,5,Physical business,5,0,0,Kasarani,-1.217,36.8952
1104,Medium,High,Medium,Medium,Medium,High,High,No,1,Physical business,1,0,0,Kasarani,-1.217,36.8952
1106,High,High,Medium,High,Medium,High,High,No,0,Online business,2,0,0,Kasarani,-1.217,36.8952
1107,High,High,High,High,High,High,High,No,7,Physical business,9,0,1,Kasarani,-1.217,36.8952
1109,High,Very High,Medium,High,Medium,High,Medium,No,0,Physical business,1,0,0,Kasarani,-1.217,36.8952
1110,High,High,High,High,Medium,High,High,No,2,Physical business,2,0,0,Kasarani,-1.217,36.8952
1111,Medium,High,High,High,High,High,High,No,0,Physical business,1,0,1,Kasarani,-1.217,36.8952
1114,High,Medium,High,High,High,High,High,No,8,Physical business,9,0,0,Kasarani,-1.217,36.8952
108,Medium,Medium,Medium,Medium,Medium,Medium,Medium,No,1,Online business,1,0,0,Kibra,-1.3134,36.782
109,Medium,Medium,Medium,Medium,Medium,Medium,Medium,No,2,Physical business,2,0,0,Kibra,-1.3134,36.782
113,High,High,Medium,High,Medium,High,Medium,Yes,3,Online business,3,0,1,Kibra,-1.3134,36.782
114,High,Medium,High,High,High,Medium,High,No,3,Online business,3,0,1,Kibra,-1.3134,36.782
115,Medium,Medium,Medium,Medium,Medium,Medium,Medium,No,2,Physical business,2,0,1,Kibra,-1.3134,36.782
116,Medium,Low,Medium,Medium,Medium,Medium,Medium,No,6,Physical business,6,0,1,Kibra,-1.3134,36.782
119,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Yes,1,Physical business,1,0,0,Kibra,-1.3134,36.782
121,Medium,Medium,Medium,Medium,Medium,Medium,Medium,No,1,Physical business,1,0,1,Kibra,-1.3134,36.782
122,High,Medium,Medium,Medium,Medium,Medium,Medium,No,2,Physical business,2,0,1,Kibra,-1.3134,36.782
123,Low,Low,Medium,Low,Medium,Medium,Medium,No,0,Physical business,0,0,1,Kibra,-1.3134,36.782
124,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Yes,3,Physical business,3,0,0,Kibra,-1.3134,36.782
125,Medium,Medium,Medium,Medium,Medium,Medium,Medium,No,2,Physical business,2,0,1,Kibra,-1.3134,36.782
126,Medium,Medium,Medium,Medium,Medium,Medium,Medium,No,2,Physical business,2,0,1,Kibra,-1.3134,36.782
127,High,High,Medium,High,Medium,Medium,Medium,Yes,3,Physical business,3,0,1,Kibra,-1.3134,36.782
128,Medium,Medium,Medium,Medium,Medium,Medium,Medium,No,0,Physical business,0,0,1,Kibra,-1.3134,36.782
